# Location database data run 2014 Oct 7
# =====================================================================================================================
# On tethys:
#
# \f |
# \a
# select l.*,n.easting,n.northing from location_data l left outer join naptan n on l.crs=n.crscode order by location;
# =====================================================================================================================
id|location|crs|nlc|tiploc|stanox|station|delay_monitor_point|data|notes|easting|northing
387|Asfordby Colliery||185130|ASFRDBY|59119|f|f|f|||
388|Ash|ASH|564100|ASHH|87014|t|f|f||489934|150834
389|Ash Bridge Junction||286101|ASBRDGE|32518|f|f|f|||
390|Ashburys|ABY|294100|ASHBRYS|32050|t|f|f||387191|397229
392|Ashburys Ardwick West Sidings English Welsh & Scottish Railway||294165|ASHBAWS|32052|f|f|f|||
391|Ashburys East Junction||294101|ASHBREJ|32050|f|f|f|||
393|Ashburys English Welsh & Scottish Railway||294112|ASHBEWS|32051|f|f|f|||
394|Ashburys LaFarge/Freightliner Heavy Haul||294104|ASHBFHH|32049|f|f|f|||
395|Ashburys Signal Box||294102|ASHBRSB|32050|f|f|f|||
396|Ashburys Sorting Sidings||294160|ASHBRSY|32051|f|f|f|||
397|Ashburys West Junction Signal AS998||294103|ASHBRWJ|32048|f|f|f|||
398|Ashchurch For Tewkesbury|ASC|470000|ASHCHRC|68071|t|f|f||392630|233390
399|Ashchurch MOD (Army)||470011|ASHCMOD|68073|f|f|f|||
400|Ashchurch Signal G453||470001|ASHC453|68074|f|f|f|||
401|Ashchurch War Department Ground Frame||470010|ASHCWGF|68075|f|f|f|||
402|Ashfield|ASF|995300|ASFIELD|6245|t|f|f||259427|668485
403|Ashford A Junction||500439|ASHFAJN|89438|f|f|f|||
404|Ashford Carriage Holding Sidings||500457|ASHFKCS|89420|f|t|t|||
405|Ashford Crane Depot||500431|ASHFCR|89422|f|f|f|||
406|Ashford Down Goods Loop||||89426|f|f|f|||
407|Ashford Down Sidings||500232|ASHFDNS|89420|f|t|t|||
408|Ashford Down Yard||520912|ASHFKDY|89427|f|t|t|||
409|Ashford Down Yard Washer Road||520913|ASHFDYW|89421|f|t|t|||
410|Ashford East Berthing Sidings||500432|ASHFEBS|89419|f|t|t|||
411|Ashford East Junction||500436|ASHFEJN|89430|f|f|f|||
412|Ashford East Junction (CTRL)|XIE|546602|ASHFCEJ|89572|f|t|t|||
416|Ashford Gussett Road/Maidstone Loop||500402|ASHFKGR|89425|f|f|f|||
413|Ashford International|ASI|500400|ASHFKI|89428|t|t|t|||
414|Ashford (Kent)|AFK|546600|ASHFKY|89428|t|t|t||601282|142204
415|Ashford Loco Sidings||500260|ASHFLCS|89420|f|t|t|||
419|Ashford Plant depot||||89429|f|f|f|||
420|Ashford Powell Duffryn||500414|ASHFPDS||f|f|f|||
417|Ashford Pre-Assembly Depot|ASA|500473|ASHFKPD|89424|t|f|f|||
418|Ashford Pre-Assembly Depot Road 21 English Welsh & Scottish Railway||||89419|f|t|t|||
424|Ashford Signal AD2119||500426|ASHF119|89434|f|f|f|||
421|Ashford Signal AD691||500401|ASHFE91||f|f|f|||
422|Ashford Signal AD871||500421|ASHF871||f|f|f|||
423|Ashford Signal AD878||500420|ASHF878||f|f|f|||
425|Ashford (Surrey/Middlesex)|AFS|566700|ASFDMSX|87117|t|f|f||506580|171947
426|Ashford Tamper Siding||500424|ASHFTS|89420|f|t|t|||
427|Ashford Telesales||546700|ASHFTEL||f|f|f|||
428|Ashford Up East Sidings||500430|ASHFEUP|89420|f|t|t|||
429|Ashford Up Sidings||500265|ASHFUPS|89418|f|f|f|||
430|Ashford Washer Road||500264|ASHFWRD|89420|f|t|t|||
431|Ashford West Junction||500456|ASHFWJN|89423|f|f|f|||
432|Ashford West Junction (CTRL)|XIW|546601|ASHFCWJ|89566|f|t|t|||
433|Ashford West Yard||520911|ASHFKWY|89425|f|f|f|||
434|Ashford West Yard ARC||||89418|f|f|f|||
435|Ashford Works||||89422|f|f|f|||
436|Ashford Works Sidings||500407|ASHFWS|89428|f|t|t|||
437|Ashford Yard Terminal Complex||520900|ASHFKYD|89420|f|t|t|||
438|Ashington Junction||766664|ASHGTNJ|12213|f|f|f|||
439|Ashley|ASY|285000|ASHLEY|37223|t|f|f||377400|384400
440|Ash Signal GD1331||564102|ASHH331||f|f|f|||
441|Ashtead|AHD|534700|ASHD|87683|t|f|f||518040|159000
442|Ashtead [unknown asset]||534701|||f|f|f|||
443|Ashton Gate||324300|ASHJGAT|81821|f|f|f|||
444|Ashton In Makerfield Kelbit Sidings||231612|ASHIMKS|35202|f|f|f|||
445|Ashton In Makerfield Stop Board||231600|ASHIMSB|35202|f|f|f|||
446|Ashton Junction||324301|ASHJN|81823|f|f|f|||
447|Ashton Junction|||ASHNJN||f|f|f|||
448|Ashton Junction Civil Engineernulls Sidings||324360|ASHJNCE|81822|f|f|f|||
449|Ashton Junction Signal B335||324302|ASHJ335|81829|f|f|f|||
450|Ashton Moss North Junction||279001|ASHTMNJ|32117|f|f|f|||
451|Ashton Moss South Junction|||ASHTMSJ||f|f|f|||
452|Ashton-Under-Lyne|AHN|279000|ASHONUL|32115|t|f|f||393840|399400
453|Ashurst|AHS|539800|ASHURST|87763|t|f|f||550726|138801
454|Ashurst Bald Face Stag Public House||539850|ASHUBUS||f|f|f|||
455|Ashurst Junction||539821|ASHUJN|87765|f|f|f|||
456|Ashurst New Forest(formerly Lyndhurst Road)|ANF|590600|LYNDHRD|86893|t|f|f||433392|110147
457|Ash Vale|AHV|554700|ASHVALE|87041|t|f|f||489273|153342
458|Ash Vale Junction|||ASHVLEJ||f|f|f|||
459|Ashwell & Morden|AWM|608300|ASHWELC|53011|t|f|t||529770|238615
460|Askam|ASK|195300|ASKAM|11225|t|f|f||321500|477688
461|Askern Colliery||||18101|f|f|f|||
462|Askern Norton Level Crossing||831505|ASKRNLC|18103|f|f|f|||
463|Aslockton|ALK|623300|ASLCKTN|44517|t|f|f||474130|339920
464|Aspatria|ASP|209500|ASPTRIA|10021|t|f|f||314390|541260
465|Aspatria Brayton||209505|ASPTBRA|9226|f|f|f|||
466|Aspley Guise|APG|138000|ASPLEYG|62051|t|f|f||493944|236751
467|Astley||225701|ASTLEY|31747|f|f|f|||
468|Astley Bridge Junction||259901|ASLYBJN|29181|f|f|f|||
469|Aston|AST|100400|ASTON|65651|t|f|f||408790|289600
470|Aston South Junction||100402|ASTOSTJ|65650|f|f|f|||
471|Ath||081409|ATHH|841|f|f|f|||
472|Athelney|||ATHLNY(not certain)||f|f|f|||
473|Athelney Crossing||347195|ATHLNEY|82307|f|f|f|||
474|Athenry|ATR|029900|||t|f|f|||
475|Atherstone|ATH|107400|ATHRSTN|69009|t|f|f||430400|298000
476|Atherton|ATN|258400|ATHERTN|35139|t|f|f||368347|403716
477|Athlone|ATO|031600|||t|f|f|||
478|Athy|ATY|031800|||t|f|f|||
479|Atlantic Dock Junction|||ATLNTDJ||f|f|f|||
480|ATOC Interface||002300|||f|f|f|||
481|ATOS "C" Interface||001800|||f|f|f|||
482|ATOS Interface||002400|||f|f|f|||
483|Attadale|ATT|860800|ATADALE|1076|t|f|f||192456|839125
484|Attenborough|ATB|162400|ATNBRO|55202|t|f|f||451790|334585
485|Attenborough Junction||162401|ATNBROJ|55203|f|f|f|||
486|Attercliffe Coopers Metals||||25517|f|f|f|||
487|Attercliffe European Metals Recycling||||25625|f|f|f|||
488|Attercliffe Marple And Gillott||667514|ATTRMGS|25624|f|f|f|||
489|Attercliffe Road|ACF|673400|ATTRCLF||t|f|f|||
490|Attercliffe Sidings English Welsh & Scottish Railway||667500|ATTREWS|25623|f|f|f|||
491|Attercliffe Sidings Freightliner Heavy Haul||667501|ATTRFHH|25622|f|f|f|||
492|Attleborough|ATL|736700|ATTLBON|48501|t|f|f||605177|295033
493|Attleborough Junction Signal RN3431||107727|ATLB431|69032|f|f|f|||
494|Attleborough Junction Signal RN9533||107726|ATLB533|69031|f|f|f|||
495|Attleborough North Junction||107701|ATLBRNJ|69020|f|f|f|||
496|Attleborough Shilton||107710|ATLBSHI|69024|f|f|f|||
497|Attleborough South Junction||107711|ATLBRJN|69023|f|f|f|||
498|Attymon|ATM|031900|||t|f|f|||
499|Auchengray||970415|ACHNGRY|4120|f|f|f|||
500|Auchinleck|AUK|945700|ACHILCK|8825|t|f|f||255000|622000
501|Auchterarder|AUC|874500|AUCHTER|3152|t|f|f|||
502|Auchterarder Signal Box||874501|AUCHTDR|3151|f|f|f|||
503|Audley End|AUD|701700|AUDLEYE|47321|t|f|f||551600|236300
504|Aughton Park|AUG|221500|AGHTNPH|36005|t|f|f||340790|406775
505|Auldgirth||949020|AULDGTH|9016|f|f|f|||
506|Aulnoye (France)||080657|AULNOYE|746|f|f|f|||
507|Authorised Input Location 0009||000900|||f|f|f|||
508|Avebury Red Lion (by bus)|XAF|333308|AVEBRED||f|f|f|||
509|Avenue Coking Plant/National Smokeless Fuels (Clay Cross)|||AVNUNSF|56001|f|f|f|||
510|Avenue Sidings (Clay Cross)|||AVNUSD|56003|f|f|f|||
511|Aviemore|AVM|861000|AVIEMRE|1144|t|f|f||289566|812339
512|Aviemore Down Refuge Siding||903001|AVIEDRS|1140|f|f|f|||
513|Aviemore Signal A29||903003|AVIEA29|1137|f|f|f|||
514|Aviemore (Speyside)|AVS|903000|AVIEMRS|1142|t|f|f|||
515|Aviemore Up Refuge Siding||903002|AVIEURS|1141|f|f|f|||
516|Avignon C M T|AVI|873600|AVIGCMT|783|t|f|f|||
517|Avignon CNC||||784|f|f|f|||
518|Avignon Ville||873601|AVIGVIL|783|f|f|f|||
519|Avoncliff|AVF|326500|AVNCLFF|82073|t|f|f||380500|160100
520|Avonmouth|AVN|320000|AVONMTH|81240|t|f|f||351544|178168
521|Avonmouth Advenza Freight||320009|AVONADV|81250|f|f|f|||
522|Avonmouth Ballast||||81227|f|f|f|||
523|Avonmouth Bennets Fastline||320007|AVONBEF|81233|f|f|f|||
524|Avonmouth Bennets Siding||320014|AVONBEN|81228|f|f|f|||
525|Avonmouth Bristol Bulk Handling Terminal Coal Silos|AVB|320010|AVONBHT|81235|t|f|f|||
526|Avonmouth Bristol Bulk Handling Terminal English Welsh & Scottish Railway||||81226|f|f|f|||
527|Avonmouth Bristol Bulk Handling Terminal English Welsh & Scottish Railway Carriage & Wagon||||81236|f|f|f|||
528|Avonmouth Bristol Bulk Handling Terminal Fastline||320006|AVONBHF|81234|f|f|f|||
529|Avonmouth Bristol Bulk Handling Terminal National Power||||81237|f|f|f|||
530|Avonmouth Chittening Estate||320026|AVONMCM|81245|f|f|f|||
531|Avonmouth Container Terminal English Welsh & Scottish Railway||320002|AVONCT|81231|f|f|f|||
532|Avonmouth Dock Junction|||AVONMDJ||f|f|f|||
533|Avonmouth Dock Junction||320003|AVONDKJ|81240|f|f|f|||
534|Avonmouth Edward Dock Advenza Freight||320008|AVONAFL|81249|f|f|f|||
535|Avonmouth Enterprise|AIL|320017|AVONILS|81239|t|f|f|||
536|Avonmouth Fisons Sidings|||AVONMFS||f|f|f|||
537|Avonmouth Henry Bath Sidings||320001|AVONHRN|81248|f|f|f|||
538|Avonmouth Hydro-Agri||||81241|f|f|f|||
539|Avonmouth National Power Silo 1||320029|AVONNPI|81237|f|f|f|||
540|Avonmouth National Power Silo 2||320028|AVONNP2|81238|f|f|f|||
541|Avonmouth Number 5 Wharf English Welsh & Scottish Railway||320012|AVONWWF|81229|f|f|f|||
542|Avonmouth Rockingham Road||320005|AVONRKR|81242|f|f|f|||
543|Avonmouth Royal Edward Yard English Welsh & Scottish Railway||||81247|f|f|f|||
544|Avonmouth West Wharf Freightliner Heavy Haul||320004|AVONWFH|81227|f|f|f|||
545|Awre||475670|AWRE|76076|f|f|f|||
546|Axminster|AXM|571400|AXMNSTR|83466|t|f|f||329260|98225
547|Axminster East Junction||571401|AXMNSEJ|83457|f|f|f|||
548|Axminster Station Approach Bus Stop||571412|AXMNSSA||f|f|f|||
549|Axminster Station Bus Stop||571411|AXMNSTS||f|f|f|||
550|Axminster West Junction||571402|AXMNSWJ|83456|f|f|f|||
551|Aylesbury|AYS|149200|AYLSBRY|70353|t|f|f||481779|213470
552|Aylesbury Coal Concentration Depot||149215|AYLSCCD|70352|f|f|f|||
553|Aylesbury Diesel Multiple Unit Depot||149212|AYLSDMU|70354|f|f|f|||
554|Aylesbury North Loop||149201|AYLSNL|70351|f|f|f|||
555|Aylesbury Sidings 1-7||149211|AYLSBRS|70354|f|f|f|||
556|Aylesbury Vale Junction||149203|AYLSVJN|70356|f|f|f|||
557|Aylesbury Vale Parkway|AVP|109000|AYLSPWY|70355|t|f|f||478641|215341
558|Aylesbury Waddesdon Manor||149205|AYLSWAD|70343|f|f|f|||
559|Aylesford|AYL|516200|AYLESFD|89309|t|f|t||572017|158687
560|Aylesford Reeds Sidings|||AYLERSD||f|f|f|||
561|Aylesham|AYH|519700|ALSHAM|89515|t|f|f||624182|152457
562|Aylsham South||728800|AYSHMS||f|f|f|||
563|Aynho Junction|XAN|450100|AYNHOJ|69440|f|f|f|||
564|Aynho Junction Signal BS501||450102|AYNH501|69443|f|f|f|||
565|Aynho Park Junction||450101|AYNHPKJ|69441|f|f|f|||
566|Aynho Signal BS5002||450104|AYNH502|69444|f|f|f|||
567|Aynho Up Goods Loop||450103|AYNHUGL|69442|f|f|f|||
568|Ayr|AYR|946300|AYRR|8618|t|f|f||234060|621390
569|Ayr Auchincruive Esso||||8661|f|f|f|||
570|Ayr Carriage Servicing Depot|XAR|946364|AYRRCSD|8621|f|f|f|||
571|Ayr Depot|XAY|946360|AYRRTMD|8614|f|f|f|||
572|Ayr Harbour||946100|AYRRHBR|8607|f|f|f|||
573|Ayr Harbour ABP||946113|AYRRABP|8607|f|f|f|||
574|Ayr Harbour Freightliner Heavy Haul||946110|AYRRFHH|8608|f|f|f|||
575|Ayr Harbour SAI||||8611|f|f|f|||
577|Ayr Signal PA335||946308|AYRR335|8604|f|f|f|||
578|Ayr Signal PA853||946305|AYRR853|8617|f|f|f|||
576|Ayr Signal & Telecommunications Engineering||946362|AYRRSTE||f|f|f|||
579|Ayr Wagon Repair Depot||946381|AYRRWRD|8615|f|f|f|||
580|Babworth Loop||651111|BABWTHL|23490|f|f|f|||
581|Bache|BAC|218700|BACHE|38306|t|f|f||340545|368340
582|Baddesley Colliery|||BADESCL|66021|f|f|f|||
583|Badminton||320950|BADMTN|81003|f|f|f|||
584|Baglan|BAJ|418600|BGLAN|79607|t|f|f||274700|192300
585|Baglan Bay BP Chemical Industries EWS|BBP|416714|BGLNBBP|79611|t|f|f|||
586|Baglan Bay BP Chemical Industries Freightliner Heavy Haul||416715|BGLNBPF|79612|f|f|f|||
587|Bagshot|BAG|568100|BAGSHOT|87102|t|f|f||491391|163627
588|Baguley Fold Junction||296701|BAGLYFJ|32123|f|f|f|||
589|Bagworth Desford||184103|BAGWDES|58138|f|f|f|||
590|Bagworth Junction||184100|BAGWTHJ|58135|f|f|f|||
591|Bagworth Junction Refuge Sidings||184101|BAGWJRS|58136|f|f|f|||
592|Bagworth Kirby Muxloe||184104|BAGWKM|58140|f|f|f|||
593|Baildon|BLD|855200|BAILDON|17038|t|f|f||416305|439360
594|Baillieston|BIO|976300|BALISTN|7296|t|f|f||267700|663300
595|Baisieux (SNCF/SNCB Border)||080652|BAISIEU|738|f|f|f|||
596|Bakewell Chatsworth House||202300|BAKECH||f|f|f|||
597|Bakewell Square (by Bus)|BKZ|202100|BAKEWEL||t|f|f|||
598|Bala (by bus)|BAZ|447800|BALA||t|f|f|||
599|Balbriggan|BAP|032900|||t|f|f|||
600|Balcombe|BAB|549200|BALCOMB|87963|t|f|t||530670|130115
601|Balcombe Tunnel Junction|BLJ|549201|BALCMTJ|87927|t|t|t|||
602|Baldhu||354060|BLDHU|85530|f|f|f|||
603|Baldock|BDK|608400|BALDOCK|53015|t|f|t||524540|234264
604|Balham|BAL|539900|BALHAM|87222|t|f|f||528500|173200
605|Balham Junction||539961|BALHJN|87225|f|f|f|||
606|Balham LT|ZBL|051200|||t|f|f|||
607|Balham Signal BC37|||BALH37||f|f|f|||
608|Ballater Bus Depot|BLR|027700|||t|f|f|||
609|Ballina|BAX|033400|||t|f|f|||
610|Ballinasloe|BSG|036300|||t|f|f|||
611|Ballinluig||880121|BLLINUG|3104|f|f|f|||
612|Balloch|BHC|986200|BALLOCH|6121|t|f|f||239000|681900
613|Balloch Pier||986300|||f|f|f|||
614|Ballybrophy|BBY|038000|||t|f|f|||
615|Ballycullane|BAQ|038100|||t|f|f|||
616|Ballyhaunis|BHN|038200|||t|f|f|||
617|Ballymena|BMA|031700|||t|f|f|||
618|Ballymote|BAO|038300|||t|f|f|||
619|Balmossie|BSI|901300|BALMOSS|3040|t|f|f||348417|731698
620|Balshaw Lane||271003|BALSHWL|30165|f|f|f|||
621|Bamber Bridge|BMB|256100|BMBRBDG|30133|t|f|f||356500|425810
622|Bamber Bridge Civil Engineernulls Sidings||256112|BMBRCE|30131|f|f|f|||
623|Bamber Bridge Whittle International||256113|BMBRWI|30132|f|f|f|||
624|Bamford|BAM|282000|BAMFORD|34011|t|f|f||420800|382500
625|Bamfurlong Junction||236301|BMFRLNJ|35155|f|f|f|||
626|Banavie|BNV|883900|BANAVIE|6013|t|f|f||211300|776700
627|Banbury|BAN|450200|BNBR|69424|t|f|f||446160|240427
628|Banbury Cattle Road Sidings||450207|BNBRCAT|69433|f|f|f|||
629|Banbury Down Goods Loop/Banbury Yard|BYY|450262|BNBRYD|69423|t|f|f|||
630|Banbury Junction|BBJ|450208|BNBRJN|69422|t|f|f|||
631|Banbury North Signal Box|BNB|450204|BNBRYNB|69425|t|f|f|||
632|Banbury Oil Sidings|BBO|450222|BNBRYOS||t|f|f|||
633|Banbury Reservoir Foster Yeoman||450223|BNBRYFY||f|f|f|||
634|Banbury Reservoir Redland Aggregates||450224|BNBRYRA|69428|f|f|f|||
635|Banbury Signal 12||450206|BNBR12|69432|f|f|f|||
636|Banbury Signal 21||450205|BNBR21|69431|f|f|f|||
637|Banbury Signal BS32||450203|BNBR32|69430|f|f|f|||
638|Banbury South Signal Box||450211|BNBRYSB|69427|f|f|f|||
639|Banbury Tamper Siding||450210|BNBRTS|69426|f|f|f|||
640|Banbury Up Goods Loop||450202|BNBRUGL|69421|f|f|f|||
641|Banbury Up Sidings||450260|BNBRYUS|69420|f|f|f|||
642|Bangor Carriage Sidings||247113|BANGRCS|40040|f|f|f|||
643|Bangor Civil Engineernulls Sidings||||40033|f|f|f|||
644|Bangor Freight Depot||||40034|f|f|f|||
645|Bangor (Gwynedd)|BNG|247100|BANGOR|40036|t|f|f||257500|371600
646|Bangor Signal BR37||247103|BANG37|40032|f|f|f|||
647|Bangor Tunnel Cement||247112|BANGRTC|40035|f|f|f|||
648|Bank Hall|BAH|223800|BNKHALL|36075|t|f|f||334496|393867
649|Bank Junction||945769|BNKJN|8829|f|f|f|||
650|Bank LT|ZBA|051300|||t|f|f|||
651|Banstead|BAD|534800|BANSTED|87677|t|f|f||524588|160432
652|Banstead (Firtree Road)||534850|BANSBUS||f|f|f|||
653|Banteer|BNU|038400|||t|f|f|||
654|Barassie|BSS|946600|BARASIE|8411|t|f|f||232900|632900
655|Barassie Civil Engineer||946664|BARACE|8409|f|f|f|||
656|Barassie Freightliner||946668|BARAFLT||f|f|f|||
657|Barassie Junction||946662|BARASIJ|8413|f|f|f|||
658|Barassie Junction Down Passenger Loop||946667|BARADPL|8410|f|f|f|||
659|Barassie Junction Up Goods Loop||946669|BARAUGL|8412|f|f|f|||
660|Barassie Shewalton Coup Civil Engineernulls Sidings|SWC|948912|BARASCP|8501|t|f|f|||
661|Barassie Yard Freightliner Heavy Haul||946610|BARAFHH|8408|f|f|f|||
662|Barbican|ZBB|050100|BRBCNLT|63635|t|f|f|||
663|Barcelona El Morrot||087601|BARCEMR|215|f|f|f|||
664|Bardon Hill||183334|BARDONH|58111|f|f|f|||
665|Bardon Hill BR Sidings|BHB|183311|BARDHBR|58113|t|f|f|||
666|Bardon Hill GB Railfreight||183312|BARDGBR|58112|f|f|f|||
667|Bardon Hill Ground Frame||183315|BARDHGF|58115|f|f|f|||
668|Bardon Hill Prismo Universal Ltd|||BARDHPS|58112|f|f|f|||
669|Bardon Hill Quarry|BHQ|183330|BARDNHQ|58111|t|f|f|||
670|Bardon Hill Quarry Freightliner Heavy Haul||183314|BARDFHH|58114|f|f|f|||
671|Bardon London (Angerstein)||520616|BRONLPT|88506|f|f|f|||
672|Bardon Mill|BLL|756300|BRDNML|13311|t|f|f||377918|564486
673|Bare Lane|BAR|269000|BARELA|11711|t|f|f||345439|464613
674|Bare Lane Junction||269001|BARELAJ||f|f|f|||
675|Bargeddie|BGI|976400|BRGDDIE|7297|t|f|f||270400|664000
676|Bargoed|BGD|401100|BARGOED|78351|t|f|f||315100|200000
677|Bargoed Sidings||401170|BARGSDG|78352|f|f|f|||
678|Barham||734713|BARHAM|49018|f|f|f|||
679|Barham Freightliner Heavy Haul||734715|BARHFHH|49019|f|f|f|||
680|Barham Ground Signal CO1379||734714|BARH379|49017|f|f|f|||
681|Barking|BKG|749200|BARKING|51531|t|f|f||544410|184340
682|Barking Advenza Freight||749210|BARKADV|51513|f|f|f|||
683|Barking Isis Link||743819|BRKNGST||f|f|f|||
684|Barking LT|ZBK|051400|BARKGLT|51532|t|f|f|||
685|Barking No 1 Platform||749201|BARKG1P|51531|f|f|f|||
686|Barking No 7 Platform||749211|BARKG7P|51531|f|f|f|||
687|Barkingside LT|ZBN|051500|||t|f|f|||
688|Barking Signal 1103||749207|BARK103|51531|f|f|f|||
689|Barking Signal 1104||749208|BARK104|51531|f|f|f|||
690|Barking Signal BK21||749212|BARKG21||f|f|f|||
691|Barking Station Junction||749209|BARKNGJ|51530|f|f|f|||
692|Barking Upney Junction||749202|BARKUPJ|51529|f|f|f|||
693|Barkston East Junction||646917|BRKSTEJ|44100|f|f|f|||
694|Barkston South Junction||646918|BRKSTSJ|44379|f|f|f|||
695|Barlaston|BRT|127900|BARLSTN|43306|t|f|f||388800|338400
696|Barlaston Orchard Place|BPL|986300|BARLSOP||t|f|f|||
697|Barming|BMG|513300|BARMING|89402|t|f|f||572970|156891
698|Barmouth|BRM|444500|BRMOUTH|64414|t|f|f||261200|315900
699|Barnby Dun Rockware Glass||640012|BRBDNRG|23401|f|f|f|||
700|Barnehurst|BNH|508900|BRNHRST|88422|t|t|t||550115|176210
701|Barnehurst Perry Street Fork Junction||508905|BRNHPSJ|88423|f|f|f|||
702|Barnehurst Signal NK1532||508901|BRNH532|88393|f|f|f|||
703|Barnes|BNS|555100|BARNES|87149|t|f|f||522200|175700
704|Barnes Bridge|BNI|558000|BNSBDGE|87150|t|f|f||521460|176230
705|Barnes Signal W1090||555101|BARN090|87166|f|f|f|||
706|Barnetby|BTB|640600|BNTBY|21415|t|f|f||505400|409800
707|Barnetby Down Reception Siding (Freightliner Heavy Haul)||640610|BNTBFHH|21412|f|f|f|||
708|Barnetby Down Sidings||640611|BNTBDS|21411|f|f|f|||
709|Barnetby Reception Sidings||640609|BNTBRSF|21413|f|f|f|||
710|Barnetby Signal BE27||640601|BNTB27|21416|f|f|f|||
711|Barnetby Up Sidings||640612|BNTBUS|21411|f|f|f|||
712|Barnham|BAA|525200|BRHM|86451|t|f|f||495897|104367
713|Barnham Down Siding||525210|BRHMDS|86452|f|f|f|||
716|Barnham Signal BH100||525202|BRHM100||f|f|f|||
717|Barnham Signal BH115||525207|BRHM115|86454|f|f|f|||
718|Barnham Signal BH122||525206|BRHM122|86453|f|f|f|||
715|Barnham Signal BH17/73||525212|BRHM73|86453|f|f|f|||
714|Barnham Signal BH7||525211|BRHMBH7|86453|f|f|f|||
719|Barnham Up Sidings||525213|BRHMUS|86450|f|f|f|||
720|Barnhill|BNL|997300|BNHL|6523|t|f|f||261000|667200
721|Barnhill (Perth)||880534|BHLP|3095|f|f|f|||
722|Barnsbury Junction||143901|BRNBYJ|52057|f|f|f|||
723|Barnsley|BNY|677400|BNSLY|24385|t|f|f||434735|406535
724|Barnstaple|BNP|572500|BRNSTPL|83222|t|f|f||255561|132541
725|Barnstaple (Bus Station)||572514|BRNSTBS||f|f|f|||
726|Barnstaple (Station Approach)||572513|BRNSTSA||f|f|f|||
727|Barnstaple Station BS||572580|BRNSTPS||f|f|f|||
728|Barnt Green|BTG|109600|BGRN|66525|t|f|f||400610|273670
729|Barnwell Junction BP Oil||701812|BRNWJBP|47201|f|f|f|||
730|Barnwood Junction|BWJ|476024|BNWDJN|68082|t|f|f|||
731|Barnwood Sidings||476017|BNWDSDG|68083|f|f|f|||
732|Barons Court Lay By Siding||051601|BRNSSDG|72261|f|f|f|||
733|Barons Court LT|ZBC|051600|BRNSTLT|72260|t|f|f|||
734|Barrhead|BRR|967400|BRHD|7224|t|f|f||249840|659320
735|Barrhill|BRL|946700|BRRHL|8645|t|f|f||222600|581600
736|Barrow Haven|BAV|621200|BARWHVN|21004|t|f|f||506300|423500
737|Barrow Hill (FF)||661206|BRHLFF|27222|f|f|f|||
740|Barrow Hill Loco Inspection Point||661260|BRHLLIP|27212|f|f|f|||
741|Barrow Hill Loco Shed Freightliner Heavy Haul||661203|BRHLLFL|27213|f|f|f|||
742|Barrow Hill North Junction||661211|BRHLJN|27217|f|f|f|||
743|Barrow Hill RS|BOW|661200|BRHLRS|27220|t|f|f|||
744|Barrow Hill South Junction||661223|BRHLSJN|27219|f|f|f|||
738|Barrow Hill Up Siding 1 Freightliner Heavy Haul||661204|BRHLFLH|27223|f|f|f|||
739|Barrow Hill Up Sidings 2 and 3 Freightliner Heavy Haul||661205|BRHLFHH|27221|f|f|f|||
745|Barrow-In-Furness|BIF|195400|BAROW|11231|t|f|f||319955|469932
746|Barrow-In-Furness Carriage Sidings|XBF|195477|BAROWCS|11233|f|f|f|||
747|Barrow-In-Furness Docks (ABP)||195417|BAROWEW|11247|f|f|f|||
748|Barrow-In-Furness Loco Inspection Point||195460|BAROWHS|11231|f|f|f|||
749|Barrow-In-Furness Ramsden Dock||195416|BAROWRD|11243|f|f|f|||
750|Barrow-In-Furness Salthouse Junction||195401|BAROSHJ|11259|f|f|f|||
751|Barrow-In-Furness Signals 52/53/54||195403|BARO54|11232|f|f|f|||
752|Barrow-In-Furness Terminal Complex||195402|BAROWYD|11249|f|f|f|||
753|Barrow Road Avon County Council Refuse Transfer Station|BWR|322559|BRWRRTS|81424|t|f|f|||
754|Barrow Upon Soar|BWS|190300|BAROWOS|59009|t|f|f||457820|317200
755|Barry|BRY|380500|BARRY|78810|t|f|f||310700|167200
756|Barry Carriage Holding Sidings|||BARRYHS|78812|f|f|f|||
758|Barry Docks ABP Non Shipment||380621|BARRDNS|78811|f|f|f|||
759|Barry Docks ABP Shipment||380625|BARRABP|78802|f|f|f|||
760|Barry Docks Advenza Freight||380605|BARRDAZ|78801|f|f|f|||
761|Barry Docks BP Chemicals [later Zeon]||380614|BARRBPC|78804|f|f|f|||
762|Barry Docks Dow Chemicals||380618|BARRDCG|78808|f|f|f|||
763|Barry Docks Dow Corning||380623|BRYDDCO|78813|f|f|f|||
764|Barry Docks Dunn Brothers||380604|BARRDUN|78807|f|f|f|||
765|Barry Docks EWS||380601|BARREWS|78803|f|f|f|||
766|Barry Docks Hexion||380615|BARRHEX|78806|f|f|f|||
767|Barry Docks ICI Siding|||BARRICI||f|f|f|||
768|Barry Docks Samat Terminal||380602|BARRSMT|78814|f|f|f|||
757|Barry Docks [station]|BYD|380600|BARRYDK|78805|t|f|f||312400|167800
769|Barry Docks Storage Sidings|||BARRYSS||f|f|f|||
770|Barry Dock VCM Siding|BVS|380625|BARRVCM|78802|t|f|f|||
771|Barry Down Goods Loop||380603|BARRDGL|78899|f|f|f|||
772|Barry High Level|BHV|380559|BARRYHL|78810|t|f|f|||
